3020000	0
3020001	7
3020002	0
3020004	0
3020005	8
3020006	7
3020007	7
3020008	9
3020009	6
3020009	9
3020010	7
3020010	9
3020011	9
3020012	8
3020013	2
3020014	3
3020015	2
3020016	3
3020017	2
3020018	7
3020019	7
3020020	6
3020021	9
3020022	2
3020023	3
3020024	0
3020025	0
3020026	2
3020027	3
3020028	2
3020029	9
3020030	5
3020030	7
3020031	2
3020032	3
3020033	9
3020034	3
3020035	7
3020036	3
3020037	6
3020038	6
3020039	9
3020040	6
3020041	2
3020043	6
3020044	9
3020045	2
3020046	0
3020047	3
3020048	7
3020049	1
3020050	9
3020051	6
3020052	9
3020053	9
3020054	2
3020055	6
3020056	7
3020057	3
3020058	7
3020059	6
3020060	6
3020061	9
3020062	6
3020063	2
3020064	7
3020066	4
3020070	6
3020071	2
3020072	6
3030000	8
3030001	7
3030002	9
3030003	6
3030004	7
3030005	7
3030006	9
3030007	3
3030008	3
3030009	7
3030010	2
3030011	0
3030012	7
3030013	9
3030014	8
3030015	6
3030016	3
3030017	2
3030018	1
3030019	7
3030020	6
3030021	6
3030022	7
3030023	9
3030024	1
3030025	4
3030026	4
3030027	2
3030028	8
3030029	7
3030030	3
3030031	7
3030032	2
3030033	7
3030034	9
3030035	1
3030036	9
3030037	7
3030038	7
3030039	9
3030040	7
3030041	7
3030042	7
3030043	4
3030044	1
3030045	8
3030046	7
3030047	0
3030047	8
3030048	3
3030049	7
3030050	9
3030051	2
3030052	3
3030053	7
3030054	9
3030055	6
3030056	7
3030057	6
3030058	3
3030059	0
3030060	2
3030061	4
3030062	7
3030063	3
3030064	1
3030065	6
3030066	6
3030066	9
3030067	2
3030068	3
3030069	9
3030070	6
3030071	3
3030072	7
3030073	3
3030074	9
3030075	4
3030076	1
3030077	7
3030078	6
3030079	3
3030080	7
3030081	5
3030082	6
3030083	9
3030084	2
3030085	3
3030086	5
3030087	7
3030088	8
3030089	9
3030090	9
3030091	9
3030092	7
3030092	9
3030093	6
3030094	0
3030095	9
3030096	8
3030097	7
3030098	2
3030099	3
3030100	9
3030101	2
3030102	9
3030103	7
3030104	6
3030105	6
3030106	7
3030106	8
3030107	0
3030107	8
3030108	2
3030108	7
3030109	6
3030110	8
3030111	7
3030112	3
3030113	1
3030114	7
3030115	7
3030116	0
3030117	6
3030118	5
3030119	0
3030120	0
3030121	7
3030122	6
3030123	2
3030124	9
3030125	6
3030126	6
3030127	6
3030128	0
3030129	7
3030130	5
3030131	3
3030132	3
3030132	5
3030133	8
3030134	2
3030135	4
3030136	7
3030137	9
3030138	9
3030139	0
3030140	9
3030141	5
3030142	4
3030143	4
3030144	4
3030145	4
3030146	4
3030147	6
3030149	4
3030150	4
3030151	5
3030152	3
3030153	3
3030153	6
3030154	3
3030155	3
3030156	9
3030157	7
3030159	3
3030160	7
3030161	9
3030162	9
3030163	7
3030164	9
3030165	9
3030166	6
3030167	2
3030168	7
3030169	6
3030170	9
3030171	7
3030172	3
3030173	5
3030174	5
3030175	7
3030176	7
3030177	7
3030178	5
3030179	1
3030180	9
3030181	3
3030181	7
3030182	6
3030183	7
3030184	5
3030185	3
3030186	6
3030187	1
3030188	8
3030189	9
3030190	6
3030191	7
3030192	7
3030193	8
3030194	9
3030195	7
3030196	2
3030197	2
3030198	7
3030199	6
3030200	7
3030201	6
3030202	6
3030203	9
3030204	6
3030205	5
3030206	5
3030207	7
3030208	6
3030209	3
3030210	6
3030220	4
3030220	6
3030221	9
3030222	6
3030223	5
3030223	7
3030224	5
3030225	9
3030226	7
3030227	5
3030227	7
3030228	1
3030229	4
3030230	3
3030231	8
3030232	6
3030233	8
3030234	6
3030235	5
3030236	9
3030237	8
3030238	6
3030239	3
3030240	2
3030241	8
3030242	6
3030243	6
3030244	4
3030245	5
3030245	7
3030246	7
3030247	4
3030248	7
3030249	9
3030250	0
3030251	6
3030252	2
3030252	7
3030253	7
3030254	6
3030255	7
3030256	3
3030257	3
3030257	8
3030258	5
3030259	7
3030261	7
3030262	6
3030262	8
3030263	3
3030263	6
3030264	3
3030265	5
3030266	7
3030267	3
3030268	1
3030269	7
3030269	8
3030270	6
3030270	9
3030271	3
3030271	6
3030272	7
3030272	8
3030273	6
3030273	8
3030274	8
3030275	7
3040000	0
3040001	9
3040002	5
3040002	7
3040003	8
3040004	7
3040005	6
3040005	8
3040006	5
3040006	7
3040007	9
3040008	9
3040009	9
3040010	7
3040011	9
3040012	1
3040013	7
3040014	7
3040015	9
3040016	6
3040017	7
3040018	2
3040018	3
3040019	9
3040020	7
3040021	9
3040022	0
3040022	8
3040023	2
3040023	7
3040024	9
3040025	5
3040025	7
3040026	2
3040027	6
3040027	8
3040028	8
3040029	0
